id,jun,jul,ago,set,out,nov,dez,jan
4497101,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,47500.0
4499611,2000.0,0.0,14000.0,4000.0,0.0,3200.0,14200.0,31800.0
4511690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4514226,1460.0,2320.0,0.0,0.0,0.0,0.0,6280.0,8800.0
4515303,0.0,0.0,0.0,0.0,0.0,800.0,7300.0,17100.0
4516322,0.0,0.0,990.0,330.0,0.0,1955.0,13900.0,6500.0
4543873,700.0,0.0,1750.0,4550.0,10500.0,10150.0,13500.0,18200.0
4545914,199.0,0.0,1393.0,1800.0,4000.0,0.0,4400.0,0.0
4552099,0.0,0.0,0.0,0.0,0.0,0.0,2450.0,1050.0
4581052,1840.0,420.0,0.0,2600.0,6230.0,5270.0,7830.0,9420.0
4582404,150.0,0.0,2600.0,3020.0,6000.0,600.0,9830.0,17450.0
4585577,168.0,84.0,168.0,42.0,42.0,0.0,462.0,0.0
4587329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4594602,0.0,0.0,1800.0,2700.0,9300.0,6900.0,9300.0,8100.0
4595149,0.0,1200.0,4500.0,2100.0,9000.0,7800.0,9300.0,8700.0
4600623,0.0,0.0,0.0,0.0,0.0,0.0,980.0,0.0
4600814,2250.0,0.0,11250.0,3750.0,0.0,13100.0,22550.0,47660.0
4602418,1400.0,1400.0,12600.0,11900.0,21000.0,20300.0,22200.0,24600.0
4603863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2476.0
4606531,0.0,0.0,0.0,0.0,0.0,0.0,2310.0,8740.0
4610902,0.0,0.0,0.0,0.0,3786.0,9293.0,16101.0,20059.0
4611343,2598.0,0.0,16086.0,18224.0,34569.0,28977.0,36286.0,60171.0
4611456,1680.0,1750.0,1400.0,4310.0,5400.0,8400.0,14940.0,3250.0
5297598,40.0,40.0,520.0,120.0,0.0,710.0,1770.0,2391.0
5301367,1242.0,1380.0,1725.0,1794.0,1311.0,552.0,1458.0,1878.0
